log_id,case_id,sop_id,step_no,step_name,executed_by,timestamp,expected_duration_min,actual_duration_min,deviation_flag,deviation_type,risk_level
1802,LN-2026120,SOP-LU-001,13,Final Approval & Booking,T.Sharma,2026-06-28 17:14:00,10,8,False,None,Medium
1803,LN-2026120,SOP-LU-001,14,Disbursement Instruction,A.Rao,2026-06-28 17:41:00,10,8,False,None,Medium
1804,LN-2026120,SOP-LU-001,15,Post-Disbursement Audit Tagging,P.Nair,2026-06-28 18:04:00,5,8,True,Extra Manual Step Added,Low
1805,LN-2026121,SOP-LU-001,1,Application Intake,P.Nair,2026-05-07 03:29:00,10,11,False,None,Low
1806,LN-2026121,SOP-LU-001,2,KYC & Identity Verification,T.Sharma,2026-05-07 03:55:00,20,21,False,None,High
1807,LN-2026121,SOP-LU-001,3,Credit Bureau Pull,N.Bose,2026-05-07 04:16:00,15,16,False,None,Medium
1808,LN-2026121,SOP-LU-001,4,Income & Employment Verification,P.Nair,2026-05-07 04:42:00,25,22,False,None,Medium
1809,LN-2026121,SOP-LU-001,5,Debt-to-Income Calculation,P.Nair,2026-05-07 05:01:00,10,9,False,None,Medium
1810,LN-2026121,SOP-LU-001,6,Collateral Valuation,S.Iyer,2026-05-07 05:53:00,45,43,False,None,High
1811,LN-2026121,SOP-LU-001,7,Fraud Risk Screening,K.Menon,2026-05-07 06:29:00,15,17,False,None,High
1812,LN-2026121,SOP-LU-001,8,Automated Credit Scoring,N.Bose,2026-05-07 06:37:00,5,6,True,Order Swapped,Medium
1813,LN-2026121,SOP-LU-001,9,Manual Underwriting Review,M.Khan,2026-05-07 07:01:00,30,22,True,Step Skipped,High
1814,LN-2026121,SOP-LU-001,10,Conditional Approval Decision,R.Das,2026-05-07 07:28:00,15,10,False,None,Medium
1815,LN-2026121,SOP-LU-001,11,Document Stipulation Collection,R.Das,2026-05-07 08:01:00,20,26,True,Documentation Missing,Low
1816,LN-2026121,SOP-LU-001,12,Final Compliance Sign-off,S.Iyer,2026-05-07 08:58:00,15,46,True,Duration Overrun,High
1817,LN-2026121,SOP-LU-001,13,Final Approval & Booking,J.Pillai,2026-05-07 09:18:00,10,13,True,Extra Manual Step Added,Medium
1818,LN-2026121,SOP-LU-001,14,Disbursement Instruction,J.Pillai,2026-05-07 09:42:00,10,9,True,Approval Bypassed,Medium
1819,LN-2026121,SOP-LU-001,15,Post-Disbursement Audit Tagging,R.Das,2026-05-07 09:56:00,5,4,False,None,Low
1820,LN-2026122,SOP-LU-001,1,Application Intake,T.Sharma,2026-06-28 17:18:00,10,8,False,None,Low
1821,LN-2026122,SOP-LU-001,2,KYC & Identity Verification,S.Iyer,2026-06-28 17:52:00,20,22,False,None,High
1822,LN-2026122,SOP-LU-001,3,Credit Bureau Pull,N.Bose,2026-06-28 18:11:00,15,16,False,None,Medium
1823,LN-2026122,SOP-LU-001,4,Income & Employment Verification,N.Bose,2026-06-28 18:41:00,25,28,True,Documentation Missing,Medium
1824,LN-2026122,SOP-LU-001,5,Debt-to-Income Calculation,T.Sharma,2026-06-28 19:10:00,10,12,False,None,Medium
1825,LN-2026122,SOP-LU-001,6,Collateral Valuation,P.Nair,2026-06-28 20:05:00,45,49,False,None,High
1826,LN-2026122,SOP-LU-001,7,Fraud Risk Screening,T.Sharma,2026-06-28 20:34:00,15,19,False,None,High
1827,LN-2026122,SOP-LU-001,8,Automated Credit Scoring,P.Nair,2026-06-28 20:51:00,5,4,False,None,Medium
1828,LN-2026122,SOP-LU-001,9,Manual Underwriting Review,J.Pillai,2026-06-28 21:33:00,30,33,False,None,High
1829,LN-2026122,SOP-LU-001,10,Conditional Approval Decision,N.Bose,2026-06-28 22:01:00,15,12,False,None,Medium
1830,LN-2026122,SOP-LU-001,11,Document Stipulation Collection,A.Rao,2026-06-28 22:36:00,20,22,False,None,Low
1831,LN-2026122,SOP-LU-001,12,Final Compliance Sign-off,V.Reddy,2026-06-28 23:04:00,15,19,True,Extra Manual Step Added,High
1832,LN-2026122,SOP-LU-001,13,Final Approval & Booking,J.Pillai,2026-06-28 23:30:00,10,10,False,None,Medium
1833,LN-2026122,SOP-LU-001,14,Disbursement Instruction,P.Nair,2026-06-28 23:41:00,10,9,False,None,Medium
1834,LN-2026122,SOP-LU-001,15,Post-Disbursement Audit Tagging,T.Sharma,2026-06-28 23:56:00,5,3,False,None,Low
1835,LN-2026123,SOP-LU-001,1,Application Intake,N.Bose,2026-06-30 07:24:00,10,17,True,Extra Manual Step Added,Low
1836,LN-2026123,SOP-LU-001,2,KYC & Identity Verification,A.Rao,2026-06-30 07:47:00,20,21,False,None,High
1837,LN-2026123,SOP-LU-001,3,Credit Bureau Pull,T.Sharma,2026-06-30 08:07:00,15,18,False,None,Medium
1838,LN-2026123,SOP-LU-001,4,Income & Employment Verification,N.Bose,2026-06-30 08:37:00,25,16,False,None,Medium
1839,LN-2026123,SOP-LU-001,5,Debt-to-Income Calculation,A.Rao,2026-06-30 08:53:00,10,11,False,None,Medium
1840,LN-2026123,SOP-LU-001,6,Collateral Valuation,P.Nair,2026-06-30 09:42:00,45,42,False,None,High
1841,LN-2026123,SOP-LU-001,7,Fraud Risk Screening,K.Menon,2026-06-30 10:09:00,15,13,False,None,High
1842,LN-2026123,SOP-LU-001,8,Automated Credit Scoring,S.Iyer,2026-06-30 10:19:00,5,5,False,None,Medium
1843,LN-2026123,SOP-LU-001,9,Manual Underwriting Review,N.Bose,2026-06-30 10:53:00,30,22,False,None,High
1844,LN-2026123,SOP-LU-001,10,Conditional Approval Decision,K.Menon,2026-06-30 11:16:00,15,17,False,None,Medium
1845,LN-2026123,SOP-LU-001,11,Document Stipulation Collection,P.Nair,2026-06-30 11:47:00,20,17,True,Approval Bypassed,Low
1846,LN-2026123,SOP-LU-001,12,Final Compliance Sign-off,M.Khan,2026-06-30 12:20:00,15,17,False,None,High
1847,LN-2026123,SOP-LU-001,13,Final Approval & Booking,P.Nair,2026-06-30 12:49:00,10,11,False,None,Medium
1848,LN-2026123,SOP-LU-001,14,Disbursement Instruction,M.Khan,2026-06-30 13:04:00,10,9,False,None,Medium
1849,LN-2026123,SOP-LU-001,15,Post-Disbursement Audit Tagging,K.Menon,2026-06-30 13:12:00,5,4,False,None,Low
1850,LN-2026124,SOP-LU-001,1,Application Intake,T.Sharma,2026-07-14 02:22:00,10,8,False,None,Low
1851,LN-2026124,SOP-LU-001,2,KYC & Identity Verification,A.Rao,2026-07-14 02:52:00,20,18,True,Step Skipped,High
1852,LN-2026124,SOP-LU-001,3,Credit Bureau Pull,N.Bose,2026-07-14 03:26:00,15,21,True,Extra Manual Step Added,Medium
1853,LN-2026124,SOP-LU-001,4,Income & Employment Verification,P.Nair,2026-07-14 04:08:00,25,25,True,Tool Substitution,Medium
1854,LN-2026124,SOP-LU-001,5,Debt-to-Income Calculation,M.Khan,2026-07-14 04:26:00,10,9,False,None,Medium
1855,LN-2026124,SOP-LU-001,6,Collateral Valuation,M.Khan,2026-07-14 05:15:00,45,44,False,None,High
1856,LN-2026124,SOP-LU-001,7,Fraud Risk Screening,A.Rao,2026-07-14 05:35:00,15,7,False,None,High
1857,LN-2026124,SOP-LU-001,8,Automated Credit Scoring,K.Menon,2026-07-14 05:54:00,5,5,False,None,Medium
1858,LN-2026124,SOP-LU-001,9,Manual Underwriting Review,J.Pillai,2026-07-14 06:42:00,30,33,False,None,High
1859,LN-2026124,SOP-LU-001,10,Conditional Approval Decision,J.Pillai,2026-07-14 07:12:00,15,16,True,Approval Bypassed,Medium
1860,LN-2026124,SOP-LU-001,11,Document Stipulation Collection,K.Menon,2026-07-14 07:34:00,20,14,True,Tool Substitution,Low
1861,LN-2026124,SOP-LU-001,12,Final Compliance Sign-off,N.Bose,2026-07-14 07:51:00,15,15,False,None,High
1862,LN-2026124,SOP-LU-001,13,Final Approval & Booking,R.Das,2026-07-14 08:15:00,10,11,True,Tool Substitution,Medium
1863,LN-2026124,SOP-LU-001,14,Disbursement Instruction,R.Das,2026-07-14 08:36:00,10,9,False,None,Medium
1864,LN-2026124,SOP-LU-001,15,Post-Disbursement Audit Tagging,V.Reddy,2026-07-14 08:50:00,5,3,False,None,Low
1865,LN-2026125,SOP-LU-001,1,Application Intake,N.Bose,2026-07-21 14:25:00,10,9,True,Order Swapped,Low
1866,LN-2026125,SOP-LU-001,2,KYC & Identity Verification,M.Khan,2026-07-21 14:48:00,20,20,False,None,High
1867,LN-2026125,SOP-LU-001,3,Credit Bureau Pull,N.Bose,2026-07-21 15:17:00,15,14,False,None,Medium
1868,LN-2026125,SOP-LU-001,4,Income & Employment Verification,S.Iyer,2026-07-21 15:46:00,25,28,False,None,Medium
1869,LN-2026125,SOP-LU-001,5,Debt-to-Income Calculation,T.Sharma,2026-07-21 16:04:00,10,12,False,None,Medium
1870,LN-2026125,SOP-LU-001,6,Collateral Valuation,A.Rao,2026-07-21 16:50:00,45,38,False,None,High
1871,LN-2026125,SOP-LU-001,7,Fraud Risk Screening,N.Bose,2026-07-21 17:06:00,15,13,False,None,High
1872,LN-2026125,SOP-LU-001,8,Automated Credit Scoring,A.Rao,2026-07-21 17:13:00,5,4,True,Step Skipped,Medium
1873,LN-2026125,SOP-LU-001,9,Manual Underwriting Review,M.Khan,2026-07-21 17:52:00,30,26,False,None,High
1874,LN-2026125,SOP-LU-001,10,Conditional Approval Decision,K.Menon,2026-07-21 18:16:00,15,15,False,None,Medium
1875,LN-2026125,SOP-LU-001,11,Document Stipulation Collection,T.Sharma,2026-07-21 18:54:00,20,19,False,None,Low
1876,LN-2026125,SOP-LU-001,12,Final Compliance Sign-off,N.Bose,2026-07-21 19:17:00,15,17,True,Approval Bypassed,High
1877,LN-2026125,SOP-LU-001,13,Final Approval & Booking,P.Nair,2026-07-21 19:40:00,10,10,True,Order Swapped,Medium
1878,LN-2026125,SOP-LU-001,14,Disbursement Instruction,R.Das,2026-07-21 20:04:00,10,9,False,None,Medium
1879,LN-2026125,SOP-LU-001,15,Post-Disbursement Audit Tagging,J.Pillai,2026-07-21 20:28:00,5,5,True,Order Swapped,Low
1880,LN-2026126,SOP-LU-001,1,Application Intake,N.Bose,2026-07-24 19:18:00,10,10,False,None,Low
1881,LN-2026126,SOP-LU-001,2,KYC & Identity Verification,N.Bose,2026-07-24 19:54:00,20,27,False,None,High
1882,LN-2026126,SOP-LU-001,3,Credit Bureau Pull,K.Menon,2026-07-24 20:26:00,15,13,True,Approval Bypassed,Medium
1883,LN-2026126,SOP-LU-001,4,Income & Employment Verification,P.Nair,2026-07-24 20:59:00,25,22,False,None,Medium
1884,LN-2026126,SOP-LU-001,5,Debt-to-Income Calculation,V.Reddy,2026-07-24 21:18:00,10,9,False,None,Medium
1885,LN-2026126,SOP-LU-001,6,Collateral Valuation,T.Sharma,2026-07-24 22:30:00,45,58,False,None,High
1886,LN-2026126,SOP-LU-001,7,Fraud Risk Screening,P.Nair,2026-07-24 22:50:00,15,14,True,Approval Bypassed,High
1887,LN-2026126,SOP-LU-001,8,Automated Credit Scoring,K.Menon,2026-07-24 22:57:00,5,4,True,Documentation Missing,Medium
1888,LN-2026126,SOP-LU-001,9,Manual Underwriting Review,T.Sharma,2026-07-24 23:36:00,30,31,False,None,High
1889,LN-2026126,SOP-LU-001,10,Conditional Approval Decision,T.Sharma,2026-07-25 00:03:00,15,12,False,None,Medium
1890,LN-2026126,SOP-LU-001,11,Document Stipulation Collection,R.Das,2026-07-25 00:30:00,20,20,False,None,Low
1891,LN-2026126,SOP-LU-001,12,Final Compliance Sign-off,S.Iyer,2026-07-25 00:55:00,15,13,False,None,High
1892,LN-2026126,SOP-LU-001,13,Final Approval & Booking,T.Sharma,2026-07-25 01:14:00,10,13,False,None,Medium
1893,LN-2026126,SOP-LU-001,14,Disbursement Instruction,M.Khan,2026-07-25 01:25:00,10,6,False,None,Medium
1894,LN-2026126,SOP-LU-001,15,Post-Disbursement Audit Tagging,P.Nair,2026-07-25 01:47:00,5,6,True,Extra Manual Step Added,Low
1895,LN-2026127,SOP-LU-001,1,Application Intake,R.Das,2026-07-19 16:17:00,10,10,False,None,Low
1896,LN-2026127,SOP-LU-001,2,KYC & Identity Verification,S.Iyer,2026-07-19 16:51:00,20,20,False,None,High
1897,LN-2026127,SOP-LU-001,3,Credit Bureau Pull,T.Sharma,2026-07-19 17:12:00,15,12,False,None,Medium
1898,LN-2026127,SOP-LU-001,4,Income & Employment Verification,V.Reddy,2026-07-19 17:44:00,25,19,False,None,Medium
1899,LN-2026127,SOP-LU-001,5,Debt-to-Income Calculation,R.Das,2026-07-19 18:09:00,10,10,False,None,Medium
1900,LN-2026127,SOP-LU-001,6,Collateral Valuation,K.Menon,2026-07-19 19:06:00,45,38,False,None,High
1901,LN-2026127,SOP-LU-001,7,Fraud Risk Screening,K.Menon,2026-07-19 19:23:00,15,14,True,Documentation Missing,High
1902,LN-2026127,SOP-LU-001,8,Automated Credit Scoring,S.Iyer,2026-07-19 19:43:00,5,4,False,None,Medium
1903,LN-2026127,SOP-LU-001,9,Manual Underwriting Review,P.Nair,2026-07-19 20:31:00,30,29,False,None,High
1904,LN-2026127,SOP-LU-001,10,Conditional Approval Decision,K.Menon,2026-07-19 20:54:00,15,17,False,None,Medium
1905,LN-2026127,SOP-LU-001,11,Document Stipulation Collection,A.Rao,2026-07-19 21:24:00,20,24,False,None,Low
1906,LN-2026127,SOP-LU-001,12,Final Compliance Sign-off,A.Rao,2026-07-19 21:46:00,15,12,False,None,High
1907,LN-2026127,SOP-LU-001,13,Final Approval & Booking,J.Pillai,2026-07-19 22:12:00,10,9,False,None,Medium
1908,LN-2026127,SOP-LU-001,14,Disbursement Instruction,J.Pillai,2026-07-19 22:31:00,10,10,False,None,Medium
1909,LN-2026127,SOP-LU-001,15,Post-Disbursement Audit Tagging,N.Bose,2026-07-19 22:51:00,5,4,True,Step Skipped,Low
1910,LN-2026128,SOP-LU-001,1,Application Intake,S.Iyer,2026-05-16 20:26:00,10,8,False,None,Low
1911,LN-2026128,SOP-LU-001,2,KYC & Identity Verification,P.Nair,2026-05-16 20:41:00,20,14,False,None,High
1912,LN-2026128,SOP-LU-001,3,Credit Bureau Pull,J.Pillai,2026-05-16 21:05:00,15,12,False,None,Medium
1913,LN-2026128,SOP-LU-001,4,Income & Employment Verification,R.Das,2026-05-16 21:42:00,25,20,False,None,Medium
1914,LN-2026128,SOP-LU-001,5,Debt-to-Income Calculation,N.Bose,2026-05-16 21:55:00,10,9,True,Documentation Missing,Medium
1915,LN-2026128,SOP-LU-001,6,Collateral Valuation,N.Bose,2026-05-16 23:16:00,45,78,True,Extra Manual Step Added,High
1916,LN-2026128,SOP-LU-001,7,Fraud Risk Screening,J.Pillai,2026-05-16 23:41:00,15,17,True,Order Swapped,High
1917,LN-2026128,SOP-LU-001,8,Automated Credit Scoring,N.Bose,2026-05-17 00:04:00,5,5,False,None,Medium
1918,LN-2026128,SOP-LU-001,9,Manual Underwriting Review,S.Iyer,2026-05-17 00:42:00,30,27,True,Order Swapped,High
1919,LN-2026128,SOP-LU-001,10,Conditional Approval Decision,J.Pillai,2026-05-17 01:16:00,15,16,False,None,Medium
1920,LN-2026128,SOP-LU-001,11,Document Stipulation Collection,S.Iyer,2026-05-17 01:52:00,20,20,False,None,Low
1921,LN-2026128,SOP-LU-001,12,Final Compliance Sign-off,V.Reddy,2026-05-17 02:13:00,15,17,False,None,High
1922,LN-2026128,SOP-LU-001,13,Final Approval & Booking,A.Rao,2026-05-17 02:28:00,10,10,False,None,Medium
1923,LN-2026128,SOP-LU-001,14,Disbursement Instruction,P.Nair,2026-05-17 03:08:00,10,29,True,Duration Overrun,Medium
1924,LN-2026128,SOP-LU-001,15,Post-Disbursement Audit Tagging,P.Nair,2026-05-17 03:28:00,5,8,True,Extra Manual Step Added,Low
1925,LN-2026129,SOP-LU-001,2,KYC & Identity Verification,M.Khan,2026-08-03 13:22:00,20,15,False,None,High
1926,LN-2026129,SOP-LU-001,3,Credit Bureau Pull,V.Reddy,2026-08-03 13:35:00,15,12,False,None,Medium
1927,LN-2026129,SOP-LU-001,4,Income & Employment Verification,A.Rao,2026-08-03 14:08:00,25,21,False,None,Medium
1928,LN-2026129,SOP-LU-001,5,Debt-to-Income Calculation,T.Sharma,2026-08-03 14:23:00,10,7,False,None,Medium
1929,LN-2026129,SOP-LU-001,6,Collateral Valuation,R.Das,2026-08-03 15:25:00,45,44,True,Documentation Missing,High
1930,LN-2026129,SOP-LU-001,7,Fraud Risk Screening,R.Das,2026-08-03 15:48:00,15,18,False,None,High
1931,LN-2026129,SOP-LU-001,8,Automated Credit Scoring,J.Pillai,2026-08-03 16:00:00,5,5,False,None,Medium
1932,LN-2026129,SOP-LU-001,9,Manual Underwriting Review,M.Khan,2026-08-03 16:36:00,30,27,True,Approval Bypassed,High
1933,LN-2026129,SOP-LU-001,10,Conditional Approval Decision,K.Menon,2026-08-03 17:06:00,15,15,False,None,Medium
1934,LN-2026129,SOP-LU-001,11,Document Stipulation Collection,M.Khan,2026-08-03 17:23:00,20,15,False,None,Low
1935,LN-2026129,SOP-LU-001,12,Final Compliance Sign-off,P.Nair,2026-08-03 17:53:00,15,12,False,None,High
1936,LN-2026129,SOP-LU-001,13,Final Approval & Booking,T.Sharma,2026-08-03 18:08:00,10,12,False,None,Medium
1937,LN-2026129,SOP-LU-001,14,Disbursement Instruction,T.Sharma,2026-08-03 18:23:00,10,9,False,None,Medium
1938,LN-2026129,SOP-LU-001,15,Post-Disbursement Audit Tagging,V.Reddy,2026-08-03 18:31:00,5,3,False,None,Low
1939,LN-2026130,SOP-LU-001,1,Application Intake,P.Nair,2026-06-20 09:20:00,10,9,False,None,Low
1940,LN-2026130,SOP-LU-001,2,KYC & Identity Verification,R.Das,2026-06-20 09:43:00,20,19,True,Approval Bypassed,High
1941,LN-2026130,SOP-LU-001,3,Credit Bureau Pull,S.Iyer,2026-06-20 09:58:00,15,13,True,Order Swapped,Medium
1942,LN-2026130,SOP-LU-001,4,Income & Employment Verification,K.Menon,2026-06-20 10:21:00,25,21,False,None,Medium
1943,LN-2026130,SOP-LU-001,6,Collateral Valuation,M.Khan,2026-06-20 11:24:00,45,47,False,None,High
1944,LN-2026130,SOP-LU-001,5,Debt-to-Income Calculation,K.Menon,2026-06-20 11:49:00,10,11,False,None,Medium
1945,LN-2026130,SOP-LU-001,7,Fraud Risk Screening,V.Reddy,2026-06-20 12:22:00,15,14,False,None,High
1946,LN-2026130,SOP-LU-001,8,Automated Credit Scoring,J.Pillai,2026-06-20 12:43:00,5,4,False,None,Medium
1947,LN-2026130,SOP-LU-001,9,Manual Underwriting Review,M.Khan,2026-06-20 13:12:00,30,24,True,Tool Substitution,High
1948,LN-2026130,SOP-LU-001,10,Conditional Approval Decision,S.Iyer,2026-06-20 13:32:00,15,15,True,Step Skipped,Medium
1949,LN-2026130,SOP-LU-001,11,Document Stipulation Collection,S.Iyer,2026-06-20 14:02:00,20,20,False,None,Low
1950,LN-2026130,SOP-LU-001,12,Final Compliance Sign-off,A.Rao,2026-06-20 14:27:00,15,18,True,Documentation Missing,High
1951,LN-2026130,SOP-LU-001,13,Final Approval & Booking,S.Iyer,2026-06-20 14:54:00,10,12,False,None,Medium
1952,LN-2026130,SOP-LU-001,14,Disbursement Instruction,S.Iyer,2026-06-20 15:17:00,10,13,True,Extra Manual Step Added,Medium
1953,LN-2026130,SOP-LU-001,15,Post-Disbursement Audit Tagging,M.Khan,2026-06-20 15:27:00,5,4,False,None,Low
1954,LN-2026131,SOP-LU-001,1,Application Intake,R.Das,2026-06-29 03:23:00,10,8,True,Approval Bypassed,Low
1955,LN-2026131,SOP-LU-001,2,KYC & Identity Verification,P.Nair,2026-06-29 03:56:00,20,18,False,None,High
1956,LN-2026131,SOP-LU-001,3,Credit Bureau Pull,V.Reddy,2026-06-29 04:16:00,15,16,False,None,Medium
1957,LN-2026131,SOP-LU-001,4,Income & Employment Verification,S.Iyer,2026-06-29 04:47:00,25,28,False,None,Medium
1958,LN-2026131,SOP-LU-001,5,Debt-to-Income Calculation,J.Pillai,2026-06-29 05:31:00,10,30,True,Duration Overrun,Medium
1959,LN-2026131,SOP-LU-001,6,Collateral Valuation,S.Iyer,2026-06-29 06:22:00,45,46,True,Documentation Missing,High
1960,LN-2026131,SOP-LU-001,7,Fraud Risk Screening,N.Bose,2026-06-29 06:45:00,15,11,False,None,High
1961,LN-2026131,SOP-LU-001,8,Automated Credit Scoring,T.Sharma,2026-06-29 07:07:00,5,4,False,None,Medium
1962,LN-2026131,SOP-LU-001,9,Manual Underwriting Review,J.Pillai,2026-06-29 07:52:00,30,33,False,None,High
1963,LN-2026131,SOP-LU-001,10,Conditional Approval Decision,P.Nair,2026-06-29 08:12:00,15,16,False,None,Medium
1964,LN-2026131,SOP-LU-001,11,Document Stipulation Collection,S.Iyer,2026-06-29 08:46:00,20,23,False,None,Low
1965,LN-2026131,SOP-LU-001,12,Final Compliance Sign-off,N.Bose,2026-06-29 09:21:00,15,17,True,Order Swapped,High
1966,LN-2026131,SOP-LU-001,13,Final Approval & Booking,N.Bose,2026-06-29 09:45:00,10,11,False,None,Medium
1967,LN-2026131,SOP-LU-001,14,Disbursement Instruction,S.Iyer,2026-06-29 10:13:00,10,9,False,None,Medium
1968,LN-2026131,SOP-LU-001,15,Post-Disbursement Audit Tagging,S.Iyer,2026-06-29 10:32:00,5,4,False,None,Low
1969,LN-2026132,SOP-LU-001,1,Application Intake,N.Bose,2026-07-31 00:10:00,10,9,True,Tool Substitution,Low
1970,LN-2026132,SOP-LU-001,2,KYC & Identity Verification,K.Menon,2026-07-31 00:33:00,20,19,False,None,High
1971,LN-2026132,SOP-LU-001,3,Credit Bureau Pull,S.Iyer,2026-07-31 01:04:00,15,15,True,Approval Bypassed,Medium
1972,LN-2026132,SOP-LU-001,4,Income & Employment Verification,N.Bose,2026-07-31 01:46:00,25,26,False,None,Medium
1973,LN-2026132,SOP-LU-001,5,Debt-to-Income Calculation,M.Khan,2026-07-31 02:00:00,10,9,False,None,Medium
1974,LN-2026132,SOP-LU-001,6,Collateral Valuation,T.Sharma,2026-07-31 02:56:00,45,38,False,None,High
1975,LN-2026132,SOP-LU-001,7,Fraud Risk Screening,N.Bose,2026-07-31 03:25:00,15,16,False,None,High
1976,LN-2026132,SOP-LU-001,8,Automated Credit Scoring,V.Reddy,2026-07-31 03:48:00,5,5,False,None,Medium
1977,LN-2026132,SOP-LU-001,9,Manual Underwriting Review,M.Khan,2026-07-31 04:36:00,30,35,False,None,High
1978,LN-2026132,SOP-LU-001,10,Conditional Approval Decision,J.Pillai,2026-07-31 05:07:00,15,13,False,None,Medium
1979,LN-2026132,SOP-LU-001,11,Document Stipulation Collection,R.Das,2026-07-31 05:50:00,20,24,True,Order Swapped,Low
1980,LN-2026132,SOP-LU-001,12,Final Compliance Sign-off,P.Nair,2026-07-31 06:10:00,15,17,False,None,High
1981,LN-2026132,SOP-LU-001,13,Final Approval & Booking,K.Menon,2026-07-31 06:35:00,10,11,False,None,Medium
1982,LN-2026132,SOP-LU-001,14,Disbursement Instruction,N.Bose,2026-07-31 06:56:00,10,8,False,None,Medium
1983,LN-2026132,SOP-LU-001,15,Post-Disbursement Audit Tagging,P.Nair,2026-07-31 07:19:00,5,4,False,None,Low
1984,LN-2026133,SOP-LU-001,1,Application Intake,K.Menon,2026-07-18 01:19:00,10,7,False,None,Low
1985,LN-2026133,SOP-LU-001,2,KYC & Identity Verification,M.Khan,2026-07-18 01:38:00,20,18,False,None,High
1986,LN-2026133,SOP-LU-001,3,Credit Bureau Pull,T.Sharma,2026-07-18 02:15:00,15,18,False,None,Medium
1987,LN-2026133,SOP-LU-001,4,Income & Employment Verification,K.Menon,2026-07-18 02:54:00,25,22,False,None,Medium
1988,LN-2026133,SOP-LU-001,5,Debt-to-Income Calculation,J.Pillai,2026-07-18 03:09:00,10,10,True,Approval Bypassed,Medium
1989,LN-2026133,SOP-LU-001,6,Collateral Valuation,N.Bose,2026-07-18 03:51:00,45,39,False,None,High
1990,LN-2026133,SOP-LU-001,7,Fraud Risk Screening,T.Sharma,2026-07-18 04:14:00,15,15,False,None,High
1991,LN-2026133,SOP-LU-001,8,Automated Credit Scoring,M.Khan,2026-07-18 04:33:00,5,3,False,None,Medium
1992,LN-2026133,SOP-LU-001,9,Manual Underwriting Review,M.Khan,2026-07-18 05:23:00,30,34,False,None,High
1993,LN-2026133,SOP-LU-001,10,Conditional Approval Decision,N.Bose,2026-07-18 05:43:00,15,11,False,None,Medium
1994,LN-2026133,SOP-LU-001,11,Document Stipulation Collection,T.Sharma,2026-07-18 06:09:00,20,25,False,None,Low
1995,LN-2026133,SOP-LU-001,12,Final Compliance Sign-off,V.Reddy,2026-07-18 06:31:00,15,11,False,None,High
1996,LN-2026133,SOP-LU-001,13,Final Approval & Booking,R.Das,2026-07-18 06:50:00,10,8,False,None,Medium
1997,LN-2026133,SOP-LU-001,14,Disbursement Instruction,M.Khan,2026-07-18 07:08:00,10,7,False,None,Medium
1998,LN-2026134,SOP-LU-001,1,Application Intake,P.Nair,2026-07-18 06:23:00,10,8,False,None,Low
1999,LN-2026134,SOP-LU-001,2,KYC & Identity Verification,S.Iyer,2026-07-18 06:55:00,20,19,False,None,High
2000,LN-2026134,SOP-LU-001,3,Credit Bureau Pull,M.Khan,2026-07-18 07:19:00,15,12,True,Documentation Missing,Medium
2001,LN-2026134,SOP-LU-001,4,Income & Employment Verification,N.Bose,2026-07-18 07:54:00,25,27,False,None,Medium
2002,LN-2026134,SOP-LU-001,5,Debt-to-Income Calculation,A.Rao,2026-07-18 08:21:00,10,8,False,None,Medium
2003,LN-2026134,SOP-LU-001,6,Collateral Valuation,A.Rao,2026-07-18 09:20:00,45,53,True,Approval Bypassed,High
2004,LN-2026134,SOP-LU-001,7,Fraud Risk Screening,S.Iyer,2026-07-18 09:42:00,15,13,False,None,High
2005,LN-2026134,SOP-LU-001,8,Automated Credit Scoring,J.Pillai,2026-07-18 09:54:00,5,4,False,None,Medium
2006,LN-2026134,SOP-LU-001,9,Manual Underwriting Review,K.Menon,2026-07-18 10:46:00,30,36,False,None,High
2007,LN-2026134,SOP-LU-001,10,Conditional Approval Decision,T.Sharma,2026-07-18 11:05:00,15,14,False,None,Medium
2008,LN-2026134,SOP-LU-001,11,Document Stipulation Collection,M.Khan,2026-07-18 11:38:00,20,16,True,Step Skipped,Low
2009,LN-2026134,SOP-LU-001,12,Final Compliance Sign-off,M.Khan,2026-07-18 12:08:00,15,12,False,None,High
2010,LN-2026134,SOP-LU-001,13,Final Approval & Booking,N.Bose,2026-07-18 12:27:00,10,10,False,None,Medium
2011,LN-2026134,SOP-LU-001,14,Disbursement Instruction,J.Pillai,2026-07-18 12:40:00,10,7,False,None,Medium
2012,LN-2026134,SOP-LU-001,15,Post-Disbursement Audit Tagging,S.Iyer,2026-07-18 12:50:00,5,4,True,Tool Substitution,Low
2013,LN-2026135,SOP-LU-001,1,Application Intake,N.Bose,2026-07-21 20:11:00,10,8,True,Approval Bypassed,Low
2014,LN-2026135,SOP-LU-001,2,KYC & Identity Verification,A.Rao,2026-07-21 20:33:00,20,19,False,None,High
2015,LN-2026135,SOP-LU-001,3,Credit Bureau Pull,N.Bose,2026-07-21 20:58:00,15,12,False,None,Medium
2016,LN-2026135,SOP-LU-001,4,Income & Employment Verification,P.Nair,2026-07-21 21:31:00,25,30,False,None,Medium
2017,LN-2026135,SOP-LU-001,5,Debt-to-Income Calculation,A.Rao,2026-07-21 21:53:00,10,9,False,None,Medium
2018,LN-2026135,SOP-LU-001,6,Collateral Valuation,A.Rao,2026-07-21 22:55:00,45,45,False,None,High
2019,LN-2026135,SOP-LU-001,7,Fraud Risk Screening,K.Menon,2026-07-21 23:26:00,15,15,False,None,High
